Player_ID,Last_Name,First_Name,Junior_Flag,Nickname,Position,Player_of_Game_Count,Championship_Rings,Player_of_the_Week_Count,Player_of_the_Week_Win,Height,Weight,Hall_of_Fame_Flag,Year_Inducted,Percentage_of_Vote,Chosen_Team,Year_Born,Month_Born,Day_Born,College,Draft_Round,Drafted_Position,Drafted_By,Draft_Year,4th_Quarter_Comebacks,Quarterback_Wins,Quarterback_Losses,Quarterback_Ties,Home_Town,Home_State,Career_Games_Played,Number_of_Seasons,Season_1_Pointer_to_Player_Year_Data,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_17,SP_18,SP_19,SP_20,Season_1_Year,SY_2,SY_3,SY_4,SY_5,SY_6,SY_7,SY_8,SY_9,SY_10,SY_11,SY_12,SY_13,SY_14,SY_15,SY_16,SY_17,SY_18,SY_19,SY_20
1049,Carter,Lorenzo,0,,SLB,2,0,8,0,77,265,0,0,0,0,1995,12,10,77,3,2,18,2018,0,0,0,0,2397,10,0,3,24104,19987,15939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Chandler,Sean,0,,SS,0,0,0,0,71,202,0,0,0,0,1996,4,27,38,0,0,-1,0,0,0,0,0,7530,30,3,2,24127,20010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Chark,D.J.,0,,SE,4,0,19,0,75,198,0,0,0,0,1996,9,23,85,2,29,12,2018,0,0,0,0,4700,18,0,3,24150,20033,15962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,Christian,Geron,0,,LT,0,0,0,0,77,315,0,0,0,0,1996,9,10,50,3,10,29,2018,0,0,0,0,2117,9,0,1,24173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,Chubb,Bradley,0,,SLB,1,0,16,1,76,275,0,0,0,0,1996,6,24,7,1,5,8,2018,0,0,0,0,2381,10,0,3,24196,20056,15985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Chubb,Nick,0,,RB,3,0,17,0,71,238,0,0,0,0,1995,12,27,77,2,3,30,2018,0,0,0,0,2574,10,0,3,24219,20079,16008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,Clapp,Will,0,,LT,0,0,0,0,77,311,0,0,0,0,1995,12,10,85,7,27,17,2018,0,0,0,0,4653,18,13,2,24242,20102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,Cole,Mason,0,,C,0,0,0,0,76,292,0,0,0,0,1996,3,28,13,3,33,0,2018,0,0,0,0,2841,13,14,2,24265,20125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Conklin,Tyler,0,,TE,0,0,0,0,75,254,0,0,0,0,1995,7,30,57,5,20,15,2018,0,0,0,0,5598,22,0,3,24288,20148,16031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,Cooke,Logan,0,,P,0,0,0,0,77,230,0,0,0,0,1995,7,28,87,7,29,12,2018,0,0,0,0,6444,24,0,3,24311,20171,16054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Corbett,Austin,0,,LG,0,0,2,0,76,306,0,0,0,0,1995,9,5,43,2,1,30,2018,0,0,0,0,7372,28,0,3,24334,20194,16077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,Coutee,Keke,0,,FL,0,0,0,0,70,187,0,0,0,0,1997,1,14,32,4,3,31,2018,0,0,0,0,11715,43,0,3,24357,20217,16100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,Crosby,Tyrell,0,,RT,0,0,0,0,77,315,0,0,0,0,1995,9,5,69,5,16,9,2018,0,0,0,0,12541,44,0,3,24426,20240,16123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,Crossen,Keion,0,,RCB,0,0,2,0,69,185,0,0,0,0,1996,4,17,227,7,25,16,2018,0,0,0,0,8977,33,0,3,24449,20263,16146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Cruikshank,Dane,0,,SS,0,0,0,0,73,209,0,0,0,0,1995,4,27,66,5,15,28,2018,0,0,0,0,889,5,0,3,24472,20286,16169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Cunningham,Korey,0,,RT,0,0,0,0,77,311,0,0,0,0,1995,5,17,47,7,36,0,2018,0,0,0,0,178,1,0,2,24495,20309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Daniels,James,0,,RG,0,0,3,0,75,310,0,0,0,0,1997,9,13,12,2,7,5,2018,0,0,0,0,9090,35,0,3,24518,20332,16192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,Darnold,Sam,0,,QB,3,0,4,0,75,225,0,0,0,0,1997,6,5,73,1,3,19,2018,6,9,18,0,997,5,0,3,24541,20355,16215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Davenport,Marcus,0,,RDE,0,0,2,0,78,275,0,0,0,0,1996,9,4,708,1,14,17,2018,0,0,0,0,11490,43,0,3,24564,20378,16238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Davis,Carlton,0,,RCB,0,0,1,0,73,206,0,0,0,0,1996,12,31,84,2,31,27,2018,0,0,0,0,2082,9,0,3,24587,20401,16261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,Dawson,Duke,0,,LCB,0,0,0,0,71,198,0,0,0,0,1996,10,3,76,2,24,16,2018,0,0,0,0,2314,9,0,1,24633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,Dickson,Michael,0,,P,0,1,0,0,74,208,0,0,0,0,1996,1,4,30,5,12,24,2018,0,0,0,0,0,0,0,3,24679,20447,16284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Dissly,Will,0,,TE,0,1,0,0,76,265,0,0,0,0,1996,7,8,74,4,20,24,2018,0,0,0,0,7090,26,0,3,24702,20470,16307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Douglas,Jamil,0,,RG,0,0,1,0,76,309,0,0,0,0,1992,2,28,67,4,15,14,2015,0,0,0,0,1172,5,0,3,24725,20493,16330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,Downs,Devante,0,,SILB,0,0,0,0,74,252,0,0,0,0,1995,10,18,68,7,7,15,2018,0,0,0,0,12991,47,0,1,24748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,Dwelley,Ross,0,,TE,0,0,0,0,77,235,0,0,0,0,1995,1,26,199,0,0,-1,0,0,0,0,0,1364,5,0,3,24771,20516,16353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,Edmonds,Chase,0,,RB,0,0,0,0,69,210,0,0,0,0,1996,4,13,149,4,34,0,2018,0,0,0,0,10331,38,0,3,24794,20539,16376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,Edmunds,Terrell,0,,SS,0,0,1,0,73,217,0,0,0,0,1997,1,20,39,1,28,22,2018,0,0,0,0,12702,46,0,3,24817,20562,16399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,Edmunds,Tremaine,0,,MLB,5,0,11,3,77,250,0,0,0,0,1998,5,2,39,1,16,3,2018,0,0,0,0,12702,46,0,3,24840,20585,16422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,Edwards,Gus,0,,RB,1,1,12,0,73,228,0,0,0,0,1995,4,13,36,0,0,-1,0,0,0,0,0,7905,32,0,3,24886,20608,16445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,Elliott,DeShon,0,,FS,0,1,1,0,73,210,0,0,0,0,1997,4,21,30,6,16,2,2018,0,0,0,0,11487,43,0,3,24909,20631,16468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Evans,Rashaan,0,,WILB,0,0,3,0,74,238,0,0,0,0,1995,11,8,82,1,22,28,2018,0,0,0,0,51,1,0,3,24932,20654,16491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,Fatukasi,Folorunso,0,,RDT,0,0,3,0,76,318,0,0,0,0,1995,3,4,132,6,6,19,2018,0,0,0,0,7994,32,0,3,24978,20700,16514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,Firkser,Anthony,0,,TE,0,0,0,0,74,246,0,0,0,0,1995,2,19,155,0,0,-1,0,0,0,0,0,7509,30,0,3,25001,20723,16537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,Fitzpatrick,Minkah,0,,FS,4,0,9,0,72,207,0,0,0,0,1996,11,17,82,1,11,14,2018,0,0,0,0,7492,30,0,3,25024,20746,16560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Flowers,Tre,0,,RCB,1,1,5,0,75,203,0,0,0,0,1995,6,2,29,5,9,24,2018,0,0,0,0,11486,43,0,3,25047,20769,16583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,Ford,Isaiah,0,,FL,0,0,1,0,73,201,0,0,0,0,1996,2,9,39,7,19,14,2017,0,0,0,0,2041,9,0,3,25070,20792,16606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,Ford,Poona,0,,RDT,0,1,2,0,72,310,0,0,0,0,1995,11,19,30,0,0,-1,0,0,0,0,0,10953,40,0,3,25116,20815,16629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,Foreman,D'Onta,0,,RB,0,0,0,0,72,236,0,0,0,0,1996,4,24,30,3,25,31,2017,0,0,0,0,11730,43,12,2,25139,20838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,Franklin,Zaire,0,,MLB,0,0,0,0,72,235,0,0,0,0,1996,7,2,37,7,17,11,2018,0,0,0,0,10300,38,0,1,25185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,Franklin-Myers,John,0,,LDE,0,0,1,0,76,288,0,0,0,0,1996,9,26,211,4,35,26,2018,0,0,0,0,862,5,23,3,25208,20861,16652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,Freeman,Royce,0,,RB,0,0,1,0,72,238,0,0,0,0,1996,2,24,69,3,7,8,2018,0,0,0,0,1576,5,0,3,25231,20884,16675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Fumagalli,Troy,0,,TE,0,0,0,0,77,248,0,0,0,0,1995,2,17,20,5,19,8,2018,0,0,0,0,2851,13,0,3,25254,20907,16698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Gage,Russell,0,,SE,0,0,1,0,72,184,0,0,0,0,1996,1,22,85,6,20,1,2018,0,0,0,0,4671,18,16,2,25277,20930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Gallup,Michael,0,,FL,0,0,1,0,73,205,0,0,0,0,1996,3,4,97,3,17,7,2018,0,0,0,0,2396,10,0,3,25300,20953,16721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,Gardeck,Dennis,0,,WLB,0,0,0,0,73,232,0,0,0,0,1994,8,9,683,0,0,-1,0,0,0,0,0,2911,13,7,3,25323,20976,16744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Gates,Nick,0,,C,0,0,2,0,78,318,0,0,0,0,1995,11,27,26,0,0,-1,0,0,0,0,0,7362,28,0,3,25346,20999,16767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Gesicki,Mike,0,,TE,0,0,0,0,78,260,0,0,0,0,1995,10,3,18,2,10,14,2018,0,0,0,0,7510,30,0,3,25369,21022,16790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Gilbert,Garrett,0,,QB,0,0,0,0,76,230,0,0,0,0,1991,7,1,91,6,38,26,2014,0,0,0,0,7999,32,0,1,25392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,Goedert,Dallas,0,,TE,0,0,0,0,77,256,0,0,0,0,1995,7,3,326,2,17,21,2018,0,0,0,0,11168,41,0,3,25415,21045,16813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Gono,Matt,0,,LT,0,0,0,0,76,305,0,0,0,0,1996,5,10,517,0,0,-1,0,0,0,0,0,7689,30,0,3,25438,21068,16836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Green,Rasheem,0,,RDT,0,1,2,0,76,287,0,0,0,0,1997,5,15,73,3,15,24,2018,0,0,0,0,862,5,0,3,25484,21091,16859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Greene,Raven,0,,FS,0,0,0,0,71,202,0,0,0,0,1995,2,2,165,0,0,-1,0,0,0,0,0,12699,46,0,3,25507,21114,16882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Gregory,Randy,0,,WLB,0,1,0,0,77,242,0,0,0,0,1992,11,23,26,2,28,7,2015,0,0,0,0,2041,9,0,3,25530,21137,16905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Griffin,Shaquem,0,,WLB,0,1,0,0,72,227,0,0,0,0,1995,7,20,106,5,4,24,2018,0,0,0,0,2094,9,34,3,25553,21160,16928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Hall,P.J.,0,,LDT,0,0,1,0,73,305,0,0,0,0,1995,4,5,197,2,25,20,2018,0,0,0,0,11662,43,0,3,25599,21183,16951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Hamilton,DaeSean,0,,SE,0,0,0,0,73,206,0,0,0,0,1995,3,10,18,4,13,8,2018,0,0,0,0,0,0,0,3,25622,21206,16974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,Hamilton,Shaun Dion,0,,MLB,0,0,1,0,72,235,0,0,0,0,1995,9,11,82,6,23,29,2018,0,0,0,0,32,1,0,3,25645,21229,16997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Hand,Da'Shawn,0,,LDE,0,0,1,0,76,297,0,0,0,0,1995,11,14,82,4,14,9,2018,0,0,0,0,10300,38,17,3,25668,21252,17020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Harris,Davontae,0,,RCB,0,0,2,0,71,200,0,0,0,0,1995,1,21,160,5,14,6,2018,0,0,0,0,4137,16,0,3,25691,21275,17043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Harris,Marcell,0,,FS,0,0,0,0,73,215,0,0,0,0,1994,6,9,76,6,10,25,2018,0,0,0,0,2060,9,0,3,25714,21298,17066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Harrison,Ronnie,0,,FS,0,0,2,0,74,226,0,0,0,0,1997,4,18,82,3,29,12,2018,0,0,0,0,2040,9,0,3,25737,21321,17089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Haynes,Marquis,0,,RDE,0,0,1,0,74,235,0,0,0,0,1993,12,16,86,4,36,4,2018,0,0,0,0,2041,9,0,3,25760,21344,17112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,Hemingway,Temarrick,0,,TE,0,0,0,0,77,245,0,0,0,0,1993,7,30,202,6,2,26,2016,0,0,0,0,11017,40,12,2,25783,21367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Hernandez,Will,0,,LG,0,0,0,0,74,332,0,0,0,0,1995,9,2,95,2,2,18,2018,0,0,0,0,7362,28,0,3,25806,21390,17135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,Herndon,Chris,0,,TE,0,0,2,0,76,253,0,0,0,0,1996,2,23,34,4,7,19,2018,0,0,0,0,2397,10,0,3,25829,21413,17158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Herndon,Tre,0,,RCB,0,0,0,0,72,194,0,0,0,0,1996,3,5,81,0,0,-1,0,0,0,0,0,5477,22,0,3,25852,21436,17181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,Hill,B.J.,0,,LDE,0,0,5,0,75,310,0,0,0,0,1996,4,20,7,3,5,18,2018,0,0,0,0,8851,33,0,3,25875,21459,17204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Hines,Nyheim,0,,RB,0,0,0,0,68,196,0,0,0,0,1996,11,12,7,4,4,11,2018,0,0,0,0,8688,33,0,3,25944,21482,17227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,Holmes,Jalyn,0,,RDE,0,0,0,0,77,283,0,0,0,0,1996,1,26,17,4,2,15,2018,0,0,0,0,12726,46,0,1,25990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Howell,Buddy,0,,RB,0,0,0,0,72,218,0,0,0,0,1996,3,27,691,0,0,-1,0,0,0,0,0,2081,9,0,3,26013,21528,17250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Hubbard,Sam,0,,RDT,0,0,2,0,77,278,0,0,0,0,1996,6,23,17,3,13,6,2018,0,0,0,0,9080,35,0,3,26036,21551,17273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Hughes,Mike,0,,LCB,0,0,0,0,72,189,0,0,0,0,1997,2,11,106,1,30,15,2018,0,0,0,0,8694,33,12,2,26059,21574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,Hurst,Hayden,0,,TE,0,0,0,0,77,260,0,0,0,0,1993,8,24,79,1,25,2,2018,0,0,0,0,2041,9,0,3,26082,21597,17296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,Hurst,Maurice,0,,LDT,0,0,2,0,73,302,0,0,0,0,1995,5,9,13,5,3,20,2018,0,0,0,0,5423,21,0,3,26105,21620,17319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,Iyiegbuniwe,Joel,0,,WILB,0,0,0,0,73,232,0,0,0,0,1995,10,12,229,4,15,5,2018,0,0,0,0,2841,13,0,1,26128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
